Drug_ID	Drug	Y
"lopirazepam"	"O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O"	1
"loprazolam"	"CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1"	1
"loratadine"	"CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1"	1
"lormetazepam"	"CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21"	1
"lorpiprazole"	"FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1"	1
"lortalamine"	"CN1CC[C@]23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1"	1
"lorzafone"	"CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.O"	1
"losigamone"	"COC1=CC(=O)OC1C(O)c1ccccc1Cl"	1
"loteprednol(loteprednol-etabonate)"	"CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C"	1
"loxapine"	"CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1"	1
"lufuradom"	"CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1"	1
"mazindol"	"OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21"	1
"mazipredone"	"CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1"	1
"mebanazine"	"CC(NN)c1ccccc1"	1
"mebutamate"	"CCC(C)C(C)(COC(N)=O)COC(N)=O"	1
"meclonazepam"	"C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O"	1
"mecloralurea"	"CNC(=O)NC(O)C(Cl)(Cl)Cl"	1
"meclorisone(meclorisone-dibutyrate)"	"C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO"	1
"medrysone"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C"	1
"mefexamide"	"CCN(CC)CCNC(=O)COc1ccc(OC)cc1.[Cl-].[H+]"	1
"melitracen"	"CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21"	1
"melperone"	"CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"memantine"	"CC12CC3CC(C)(C1)CC(N)(C3)C2"	1
"mephenoxalone"	"COc1ccccc1OCC1CNC(=O)O1"	1
"meprotixol"	"COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2"	1
"mequitazine"	"c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2"	1
"mesulergine"	"CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21"	1
"metacetamol"	"CC(=O)Nc1cccc(O)c1"	1
"metaglycodol"	"CC(C)(O)C(C)(O)c1cccc(Cl)c1"	1
"methapyrilene"	"CN(C)CCN(Cc1cccs1)c1ccccn1"	1
"metharbital"	"CCC1(CC)C(=O)NC(=O)N(C)C1=O"	1
"methitural"	"CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O"	1
"methyldesorphine"	"CC1=CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5"	1
"methyldihydromorphine"	"CO[C@H]1CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5"	1
"methylprednisolone21hemisuccinate(methylprednisolone-hemisuccinate)"	"CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"metiapine"	"Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2"	1
"metofenazate"	"COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC"	1
"metopimazine"	"CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2"	1
"metopon"	"CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5"	1
"metoserpate"	"COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC"	1
"metoxepin"	"COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2"	1
"metralindole"	"COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1"	1
"mevastatin"	"CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"	1
"mexazolam"	"CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12"	1
"mezilamine"	"CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1"	1
"miconazole"	"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1"	1
"midaflur"	"NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F"	1
"milacemide"	"CCCCCNCC(N)=O"	1
"milameline"	"CO/N=C/C1=CCCN(C)C1"	1
"minaprine"	"Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1"	1
"minaxolone"	"CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@@H](N(C)C)[C@@H]32)C[C@@H]1O"	1
"mirisetron"	"CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2"	1
"moclobemide"	"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1"	1
"modafinil"	"NC(=O)CS(=O)C(c1ccccc1)c1ccccc1"	1
"mometasone(mometasone-furoate)"	"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl"	1
"monometacrine"	"CNCCCN1c2ccccc2C(C)(C)c2ccccc21"	1
"morsuximide"	"CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O"	1
"mosapramine"	"O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2"	1
"motrazepam"	"COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21"	1
"moxadolen"	"CNC(=O)O[C@H]1OC(=O)[C@]2(C)[C@@H]3C=C[C@@H](C3)[C@H]12"	1
"moxiraprine"	"CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1"	1
"myrophine"	"CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5"	1
"nabazenil"	"CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1"	1
"nabilone"	"CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21"	1
"nafimidone"	"O=C(Cn1ccnc1)c1ccc2ccccc2c1"	1
"naflocort"	"C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1Cc3ccccc3C[C@]12C(=O)CO.O"	1
"nalbuphine"	"Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314"	1
"nalmefene"	"C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5"	1
"nalmexone"	"CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	1
"napactadine"	"CN=C(Cc1ccc2ccccc2c1)[NH2+]C.[Cl-]"	1
"napamezole"	"C1=C(CC2=NCNC2)CCc2ccccc21"	1
"naprodoxime"	"CC(Oc1cccc2ccccc12)/C(N)=N/O"	1
"nefazodone"	"CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.[Cl-].[H+]"	1
"nefiracetam"	"Cc1cccc(C)c1NC(=O)CN1CCCC1=O"	1
"neflumozide"	"O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1"	1
"nialamide"	"O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1"	1
"niaprazine"	"CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1"	1
"nicocortonide"	"C/C=C\C1O[C@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C"	1
"nicomorphine"	"CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5"	1
"nicopholine"	"O=C(c1cccnc1)N1CCOCC1"	1
"nicotinamide"	"NC(=O)c1cccnc1"	1
"nikethamide"	"CCN(CC)C(=O)c1cccnc1"	1
"nimetazepam"	"CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21"	1
"nisobamate"	"CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C"	1
"nisoxetine"	"CNCCC(Oc1ccccc1OC)c1ccccc1"	1
"nitrafudam"	"N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1"	1
"nivazol(nivacortol)"	"C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C"	1
"nomelidine"	"CNC/C=C(/c1ccc(Br)cc1)c1cccnc1"	1
"nomifensine"	"CN1Cc2c(N)cccc2C(c2ccccc2)C1"	1
"nonapyrimine"	"CCCCCCCCCNc1ncnc2[nH]ccc12"	1
"norflurane"	"FCC(F)(F)F"	1
"norlevorphanol"	"Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3"	1
"normorphine"	"Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341"	1
"nortetrazepam"	"O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1"	1
"noscapine"	"COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C"	1
"noxiptiline"	"CN(C)CCON=C1c2ccccc2CCc2ccccc21"	1
"nuclotixene"	"Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2"	1
"ocaperidone"	"Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1"	1
"ocinaplon"	"O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12"	1
"octamoxin"	"CCCCCCC(C)NN"	1
"octriptyline"	"CNCCC=C1c2ccccc2C2CC2c2ccccc21"	1
"omiloxetine"	"O=C(CN1CC[C@H](c2ccc(F)cc2)[C@@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1"	1
"oxaflozane"	"CC(C)N1CCOC(c2ccc(C(F)(F)F)cc2)C1"	1
"oxcarbazepine"	"NC(=O)N1c2ccccc2CC(=O)c2ccccc21"	1
"oxifentorex"	"CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1"	1
"oxiracetam"	"NC(=O)CN1CC(O)CC1=O"	1
"oxisopred"	"COC(=O)[C@@]1(O)CC[C@H]2C3CCC(=O)C4C(=O)C=CC4(C)[C@H]3C(O)CC21C"	1
"oxitriptan"	"NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O"	1
"oxitriptyline"	"CN(C)C(=O)COC1c2ccccc2CCc2ccccc21"	1
"pagoclone"	"CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1"	1
"panadiplon"	"CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21"	1
"panamesine"	"COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1"	1
"pancopride"	"Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl"	1
"panuramine"	"O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1"	1
"paraldehyde"	"CC1OC(C)OC(C)O1"	1
"paramethasone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"pargyline"	"C#CCN(C)Cc1ccccc1"	1
"paroxetine"	"Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1"	1
"pazinaclone"	"O=C(CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2"	1
"penfluridol"	"OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"	1
"pentabamate"	"CC(OC(N)=O)C(C)C(C)OC(N)=O"	1
"pentamorphone"	"CCCCCN[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5"	1
"penthrichloral"	"OCC1(CO)COC(C(Cl)(Cl)Cl)OC1"	1
"pentiapine"	"CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1"	1
"perafensine"	"c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1"	1
"perospirone"	"O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1"	1
"perphenazine"	"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"petrichloral"	"OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl"	1
"phenacemide"	"NC(=O)NC(=O)Cc1ccccc1"	1
"phenazocine"	"CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1"	1
"pheneturide"	"CCC(C(=O)NC(N)=O)c1ccccc1"	1
"phenmetrazine"	"CC1NCCOC1c1ccccc1"	1
"phenoxypropazine(fenoxypropazine)"	"CC(COc1ccccc1)NN"	1
"phensuximide"	"CN1C(=O)CC(c2ccccc2)C1=O"	1
"phenyl-salicylate"	"O=C([O-])c1ccccc1Oc1ccccc1"	1
"phenytoin"	"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1"	1
"phetharbital"	"CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O"	1
"piberaline"	"O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1"	1
"picenadol"	"CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C"	1
"pidolacetamol"	"CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1"	1
"pipequaline"	"c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1"	1
"piperacetazine"	"CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2"	1
"piperilate(pipethanate)"	"O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1"	1
"pipofezine"	"CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1"	1
"pipotiazine-palmitate"	"CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1"	1
"piquindone"	"CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2"	1
"piracetam"	"NC(=O)CN1CCCC1=O"	1
"pirandamine"	"CN(C)CCC1(C)OCCC2=C1c1ccccc1C2"	1
"piriqualone"	"Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O"	1
"piritramide"	"N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1"	1
"pirlindole"	"Cc1ccc2c(c1)c1c3n2CCNC3CCC1.[Cl-].[H+]"	1
"pivagabine"	"CC(C)(C)C(=O)NCCCC(=O)O"	1
"pivoxazepam"	"CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O"	1
"pramiracetam"	"CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C"	1
"prazitone"	"O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1"	1
"prednicarbate"	"CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"prednisolamate"	"CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C"	1
"prednisolone-steaglate"	"CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"prednisolone-tebutate"	"CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"prednylidene"	"C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO"	1
"pregabalin"	"CC(C)C[C@H](CN)CC(=O)O"	1
"pregnenolone-succinate"	"CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C"	1
"pridefine"	"CCN1CCC(=C(c2ccccc2)c2ccccc2)C1.[Cl-].[H+]"	1
"procarbazine"	"CNNCc1ccc(C(=O)NC(C)C)cc1"	1
"procymate"	"CCC(OC(N)=O)C1CCCCC1"	1
"proflazepam"	"O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO"	1
"progabide"	"NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1"	1
"prolintane"	"CCCC(Cc1ccccc1)N1CCCC1"	1
"promoxolane"	"CC(C)C1(C(C)C)OCC(CO)O1"	1
"propacetamol"	"CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1"	1
"propanidid"	"[CH2-][CH-]C"	1
"propizepine"	"CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C"	1
"propofol"	"CC(C)c1cccc(C(C)C)c1O"	1
"propyperone"	"CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"prothixene"	"CN(C)CCC=C1c2ccccc2Sc2ccccc21"	1
"proxibarbal"	"C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O"	1
"proxorphan"	"Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3"	1
"proxyphylline"	"CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C"	1
"psilocybine"	"CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12"	1
"pyridarone"	"c1ccc2oc(-c3ccncc3)cc2c1"	1
"pyritinol"	"Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O"	1
"quetiapine"	"OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1"	1
"quilostigmine"	"CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12"	1
"quinagolide"	"CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21"	1
"ramciclane"	"CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C"	1
"rasagiline"	"C#CCN[C@@H]1CCc2ccccc21"	1
"reclazepam"	"O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1"	1
"remacemide"	"CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1"	1
"remifentanil"	"CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1"	1
"resocortol"	"CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C"	1
"retigabine"	"CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N"	1
"ricasetron"	"CN1[C@H]2CC[C@@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2"	1
"rilmazafone"	"CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1"	1
"rimcazole"	"CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1"	1
"rimexolone"	"CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"ripazepam"	"CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2"	1
"rivastigmine"	"CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1"	1
"robalzotan"	"NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2"	1
"rociclovir"	"CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21"	1
"rofelodine"	"O=C1CCN=C2CC(c3ccccc3)CN12"	1
"rofleponide"	"CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1"	1
"rolicyprine"	"O=C1CCC(C(=O)NC2CC2c2ccccc2)N1"	1
"rolipram"	"COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1"	1
"romergoline"	"CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21"	1
"romifidine"	"Fc1cccc(Br)c1NC1=NCCN1"	1
"ropinirole"	"CCCN(CCC)CCc1cccc2c1CC(=O)N2"	1
"roxoperone"	"CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O"	1
"sabcomeline"	"CON=C(C#N)C1CN2CCC1CC2"	1
"salicin"	"OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	1
"salicylamide"	"NC(=O)c1ccccc1O"	1
"salsalate(salsalic-acid)"	"O=C(Oc1ccccc1C(=O)O)c1ccccc1O"	1
"sameridine"	"CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1"	1
"saripidem"	"CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12"	1
"savoxepin"	"N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2"	1
"selegiline"	"C#CCN(C)[C@H](C)Cc1ccccc1"	1
"semorphone"	"COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	1
"sertindole"	"O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1"	1
"setiptiline"	"CN1CCC2=C(C1)c1ccccc1Cc1ccccc12"	1
"sibopirdine"	"O.c1cncc(CC2(Cc3ccncc3)c3cccnc3-c3ncccc32)c1"	1
"sibutramine"	"CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1"	1
"sifaprazine"	"CN1CCN(c2ccccc2Cc2ccccc2)CC1"	1
"simvastatin"	"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"	1
"soretolide"	"Cc1cc(NC(=O)c2c(C)cccc2C)no1"	1
"spiperone"	"O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1"	1
"spiradoline"	"CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1"	1
"spiramide"	"O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2"	1
"spirilene"	"C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1"	1
"spiroxepin"	"CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12"	1
"stacofylline"	"CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1"	1
"stiripentol"	"CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2"	1
"suclofenide"	"NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1"	1
"sulfamethoxazole(tiabendazole)"	"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"	1
"sulfonmethane"	"CCS(=O)(=O)C(C)(C)S(=O)(=O)CC"	1
"sulmepride"	"COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C"	1
"sulthiame(sultiame)"	"NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1"	1
"sultopride"	"CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC"	1
"sumacetamol"	"CSCC[C@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1"	1
"sunepitron"	"O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1"	1
"suproclone"	"CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1"	1
"suriclone"	"CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1"	1
"suritozole"	"Cn1nc(-c2cccc(F)c2)n(C)c1=S"	1
"taglutimide(biglumide)"	"O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1"	1
"talopram"	"CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21"	1
"talsupram"	"CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21"	1
"taltrimide"	"CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O"	1
"tameridone"	"Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O"	1
"tametraline"	"CNC1CCC(c2ccccc2)c2ccccc21"	1
"tamitinol"	"CCNCc1c(CSC)cnc(C)c1O"	1
"tamolarizine"	"COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC"	1
"tampramine"	"CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21"	1
"tandamine"	"CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C"	1
"tandospirone"	"O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1"	1
"taniplon"	"COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2"	1
"tasosartan"	"Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2"	1
"tazomeline"	"CCCCCCSc1nsnc1C1=CCCN(C)C1"	1
"tefludazine"	"OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1"	1
"teflutixol"	"OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"tenilsetam"	"O=C1NCCNC1c1cccs1"	1
